,Q29
23797,"2,000-2,999"
23798,$0-999
23802,"1,000-1,999"
23804,"10,000-14,999"
23805,"70,000-79,999"
23808,"10,000-14,999"
23809,"10,000-14,999"
23810,"150,000-199,999"
23811,"90,000-99,999"
23815,$0-999
23816,"300,000-499,999"
23817,$0-999
23818,"25,000-29,999"
23819,"$500,000-999,999"
23820,"60,000-69,999"
23824,"30,000-39,999"
23827,"150,000-199,999"
23830,"5,000-7,499"
23832,$0-999
23834,"80,000-89,999"
23835,"60,000-69,999"
23837,"3,000-3,999"
23838,"2,000-2,999"
23846,"2,000-2,999"
23848,"5,000-7,499"
23854,"60,000-69,999"
23856,"1,000-1,999"
23861,"3,000-3,999"
23863,"7,500-9,999"
23865,"40,000-49,999"
23872,"25,000-29,999"
23877,"1,000-1,999"
23880,"4,000-4,999"
23883,"5,000-7,499"
23885,"15,000-19,999"
23888,"2,000-2,999"
23893,"60,000-69,999"
23900,"7,500-9,999"
23909,"200,000-249,999"
23910,"20,000-24,999"
23918,"5,000-7,499"
23920,"10,000-14,999"
23922,"40,000-49,999"
23924,"90,000-99,999"
23925,"50,000-59,999"
23927,"2,000-2,999"
23928,"60,000-69,999"
23932,"1,000-1,999"
23935,"30,000-39,999"
23936,"40,000-49,999"
23948,$0-999
23952,"25,000-29,999"
23956,"7,500-9,999"
23959,"4,000-4,999"
23964,"1,000-1,999"
23982,"100,000-124,999"
23983,"25,000-29,999"
23984,"20,000-24,999"
23985,"100,000-124,999"
23990,"2,000-2,999"
23991,$0-999
23995,"25,000-29,999"
23996,"15,000-19,999"
